condition,profile_id,gender,year_birth,race,education,income,party,donation,newsletter,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,trust_post_1,distrust_1,funding_5,policy_1_1,policy_2_1,policy_3_1,policy_4_1,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,belief_post_1,concern_1_1,concern_2_1,concern_3_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1
Measurement & modeling (2),p00474,1,1958,3,4,1,2,9,No,95,92,98,99,97,96,95,94,93,92,91,90,98,2,60,90,60,80,85,85,88,86,95,70,99,98,99,97,95,95,90,98,96,85,92,95,40,80,60,20,85,70
Measurement & modeling (2),p00475,1,1968,1,5,4,3,7,Yes,95,98,96,99,100,97,92,90,94,98,99,95,98,2,60,85,40,90,60,88,90,89,94,75,96,80,95,75,92,70,65,95,85,20,60,75,30,50,70,80,90,85
Measurement & modeling (2),p00476,1,1975,1,3,3,3,8,No,80,85,90,95,92,88,75,70,78,62,60,58,72,12,50,85,20,92,80,70,75,80,90,60,85,90,95,85,90,60,70,80,90,50,75,85,30,50,20,40,60,25
Measurement & modeling (2),p00477,2,2007,1,2,3,2,9,Yes,90,95,92,98,99,96,85,88,92,75,82,90,99,0,50,95,60,98,85,85,90,88,92,80,100,90,98,95,95,70,85,90,80,60,85,95,20,40,30,80,60,50
Measurement & modeling (2),p00478,2,1990,2,3,1,2,8,Yes,95,90,92,98,97,96,99,100,99,80,90,95,90,0,50,100,70,95,90,80,90,85,95,60,100,100,99,98,98,80,95,100,90,60,85,90,50,80,70,60,90,85
Measurement & modeling (2),p00479,2,1971,1,5,2,1,8,Yes,80,85,90,95,92,88,78,82,80,65,70,60,75,20,40,90,60,92,88,85,92,88,95,80,90,85,90,80,80,70,85,92,88,60,80,90,40,65,55,30,75,50
Measurement & modeling (2),p00480,1,1937,1,2,4,2,10,Yes,90,95,92,98,96,97,99,100,99,95,96,94,98,0,60,100,80,90,85,80,85,90,95,70,100,95,100,98,90,70,80,90,85,75,95,98,40,80,30,50,90,20
Measurement & modeling (2),p00481,2,1939,1,5,1,3,10,Yes,80,85,90,95,92,88,98,96,94,90,95,92,99,5,60,99,90,98,95,92,95,94,96,88,100,100,100,100,98,95,98,99,96,94,97,95,80,90,85,70,90,85
Measurement & modeling (2),p00482,1,1983,3,3,1,2,9,Yes,90,95,92,98,99,97,96,94,95,91,93,92,99,0,80,100,60,99,98,98,99,97,95,90,100,95,98,96,100,100,99,100,97,95,98,99,70,80,85,40,90,88
Measurement & modeling (2),p00483,2,1953,3,5,5,2,9,Yes,95,92,98,99,97,96,91,94,93,88,90,85,98,2,80,98,20,95,92,92,94,93,96,90,97,94,96,98,95,85,90,95,92,88,95,98,50,80,75,25,85,90
Measurement & modeling (2),p00484,2,2004,1,4,3,3,8,Yes,90,95,92,98,99,97,96,94,95,92,93,91,88,5,50,92,10,95,88,80,85,82,95,78,98,90,98,96,90,92,95,99,97,80,94,98,70,85,80,60,90,75
Measurement & modeling (2),p00485,2,2005,1,3,5,3,10,Yes,95,92,96,98,99,97,93,94,91,88,86,82,96,4,70,99,75,98,96,92,95,94,97,93,98,95,98,94,99,98,99,97,95,93,96,98,60,90,85,40,92,80
Measurement & modeling (2),p00486,1,1983,1,5,4,1,7,Yes,95,92,98,99,97,96,91,94,93,90,89,88,78,22,45,90,10,95,92,62,65,60,75,55,85,80,85,70,68,60,65,75,80,45,50,55,30,40,25,20,50,35
Measurement & modeling (2),p00487,1,1974,3,3,2,1,9,Yes,85,90,92,95,98,97,80,75,88,60,65,72,70,10,40,95,10,98,92,85,92,88,90,80,80,90,95,80,90,70,85,92,90,10,88,95,30,60,40,20,50,30
Measurement & modeling (2),p00488,2,1943,1,1,1,3,8,No,80,85,90,95,92,88,78,82,89,65,70,60,40,25,50,92,30,90,88,60,55,58,68,50,98,95,98,80,95,98,90,95,92,70,85,88,25,45,60,20,70,50
Measurement & modeling (2),p00489,2,1960,2,4,2,2,9,Yes,90,95,92,98,99,97,94,96,95,91,92,93,98,0,40,98,0,99,97,85,88,89,90,80,99,95,98,94,95,95,96,99,93,88,92,95,80,90,85,70,92,88
Measurement & modeling (2),p00490,1,1998,4,4,3,1,8,Yes,90,92,95,98,96,94,85,88,92,80,90,95,70,5,40,90,40,95,80,65,75,70,85,55,80,70,85,90,60,60,80,95,70,45,85,90,20,80,60,30,70,40
Measurement & modeling (2),p00491,2,1984,3,4,2,3,9,Yes,85,90,92,95,98,96,94,97,99,80,95,92,98,0,60,100,80,95,90,95,98,97,99,92,99,96,99,98,100,100,95,99,97,85,98,96,80,90,95,70,85,92
Measurement & modeling (2),p00492,1,1952,1,4,5,2,10,Yes,95,98,97,99,100,99,95,96,97,90,92,85,98,0,50,100,80,95,90,98,99,98,97,95,95,98,99,95,90,80,100,95,90,60,70,80,50,80,30,20,60,40
Measurement & modeling (2),p00493,3,2000,5,4,3,3,8,Yes,95,90,98,92,95,96,85,80,88,92,95,90,96,2,55,95,50,92,85,80,85,90,98,75,98,90,98,95,92,80,92,95,85,60,90,98,40,70,50,20,60,30
Measurement & modeling (2),p00494,1,1986,1,6,4,3,10,Yes,95,98,99,100,100,100,95,98,99,90,95,85,92,0,80,100,0,100,100,95,97,96,98,75,98,95,98,90,100,100,100,100,100,100,100,100,60,70,80,50,90,85
Measurement & modeling (2),p00495,2,1985,2,2,3,1,6,No,80,85,90,95,92,88,78,75,80,60,70,40,30,20,50,90,20,85,80,70,80,75,90,40,90,60,65,55,60,90,85,95,80,75,90,85,20,40,15,60,50,10
Measurement & modeling (2),p00496,1,1999,1,2,1,2,10,No,95,92,97,98,99,96,91,93,94,90,89,88,80,5,50,90,10,95,85,80,85,82,95,65,95,80,90,85,90,70,95,98,92,75,85,80,50,70,60,40,90,85
Measurement & modeling (2),p00497,1,1982,1,1,4,3,9,No,80,85,90,95,98,96,75,80,85,90,95,92,65,10,70,95,0,98,92,80,85,88,92,70,85,90,92,95,90,85,80,90,88,75,82,90,40,60,30,50,70,45
Measurement & modeling (2),p00498,2,1997,2,3,3,3,7,Yes,85,90,88,95,92,91,98,96,97,93,94,92,90,5,70,95,65,90,85,80,85,82,88,70,95,95,98,92,85,80,90,85,95,70,80,90,60,85,40,30,80,50
Measurement & modeling (2),p00499,2,1992,3,5,1,1,6,Yes,80,85,90,95,92,88,70,65,72,60,55,58,40,30,20,98,5,95,90,45,55,48,85,20,85,60,80,70,90,65,75,90,85,60,80,95,20,40,50,30,80,45
Measurement & modeling (2),p00500,2,2004,1,5,5,3,10,Yes,95,98,99,95,97,96,92,94,93,99,98,96,97,0,80,98,30,99,90,94,97,96,98,93,95,95,96,98,92,88,92,98,95,82,94,96,60,80,90,40,70,50
Peer-review,p00501,1,1978,3,2,4,2,9,Yes,95,90,92,98,96,94,88,86,89,85,87,83,92,4,60,94,88,90,92,80,82,81,95,78,98,98,96,95,90,88,90,92,89,85,86,87,60,80,65,50,85,70
Peer-review,p00502,1,1992,1,1,4,3,9,No,90,95,92,98,97,96,88,89,85,91,94,93,99,2,60,96,50,98,92,82,85,87,93,68,95,90,95,95,92,94,96,99,98,70,92,95,78,80,85,60,90,88
Peer-review,p00503,2,1974,1,5,3,2,9,Yes,95,98,97,99,100,99,96,98,97,95,99,98,100,0,50,98,0,100,90,80,85,90,95,40,90,95,90,98,95,80,85,90,95,0,80,90,70,85,60,50,80,75
Peer-review,p00504,1,2006,1,3,3,3,6,Yes,90,85,88,95,92,94,89,86,90,80,82,85,92,8,60,98,5,99,96,88,92,89,90,85,90,92,94,98,95,80,95,96,90,70,85,92,60,80,40,20,90,50
Peer-review,p00505,2,1991,1,1,2,3,8,No,95,90,92,98,99,96,88,85,89,91,94,86,72,25,60,85,20,80,90,90,92,91,95,82,80,60,70,85,75,65,80,90,75,70,85,80,40,90,60,20,85,50
Peer-review,p00506,1,1996,1,4,1,3,8,Yes,90,95,98,99,97,96,92,94,93,91,95,98,80,10,50,95,60,98,92,80,85,82,90,70,90,90,96,85,75,80,95,99,98,75,90,92,70,80,85,60,95,90
Peer-review,p00507,2,1969,1,3,3,2,10,Yes,95,90,92,98,99,97,96,94,93,91,95,92,99,1,70,98,70,99,96,90,92,91,95,78,100,100,99,98,98,90,95,92,88,80,89,94,60,75,85,50,80,90
Peer-review,p00508,1,1981,1,3,1,2,10,Yes,95,90,92,98,96,97,99,95,93,88,89,92,100,0,40,100,90,99,98,92,94,93,96,80,95,95,96,97,98,100,99,98,95,92,96,97,60,80,70,50,90,85
Peer-review,p00509,1,1960,1,4,2,3,8,Yes,95,90,92,98,96,94,88,86,90,85,80,95,92,2,50,95,10,95,85,85,88,87,90,75,90,80,90,98,75,60,95,90,85,50,70,80,40,60,80,20,90,70
Peer-review,p00510,1,1995,2,2,5,2,10,Yes,95,98,99,100,100,100,95,98,99,95,98,100,90,5,60,99,70,100,90,85,90,92,95,75,99,95,98,99,95,80,90,95,85,75,85,90,70,80,60,50,65,55
Peer-review,p00511,2,1985,1,3,4,1,6,Yes,80,90,95,98,99,97,88,85,92,75,80,90,60,20,30,98,10,99,95,70,85,80,95,40,95,92,95,98,90,80,90,95,85,70,80,90,30,60,40,20,50,10
Peer-review,p00512,1,1951,1,5,5,2,10,Yes,95,92,98,99,97,96,93,94,95,99,98,96,100,0,50,99,5,100,95,95,97,96,98,50,90,98,97,99,99,90,85,95,90,80,95,98,50,75,60,40,80,70
Peer-review,p00513,2,1985,1,1,3,1,6,Yes,60,65,70,80,85,90,40,50,55,20,15,10,0,70,75,60,25,75,55,40,45,42,48,35,35,30,20,40,50,80,90,95,85,60,70,80,15,20,10,25,30,40
Peer-review,p00514,1,1941,3,2,3,1,6,Yes,90,92,95,98,99,97,94,96,95,92,95,93,85,5,30,95,20,98,96,90,92,91,95,80,88,90,92,80,82,60,70,85,90,40,80,95,20,60,30,10,80,40
Peer-review,p00515,1,1945,3,1,1,2,7,Yes,80,90,85,95,92,96,98,99,97,100,95,90,80,0,50,95,80,90,98,80,95,90,92,85,85,99,100,96,98,80,90,95,92,85,98,100,60,70,20,40,80,50
Peer-review,p00516,1,2004,1,4,4,2,10,Yes,95,90,98,92,96,94,88,95,92,85,90,80,98,0,60,98,20,95,90,92,90,88,96,85,99,92,94,98,95,80,95,90,85,20,98,95,40,80,90,20,50,30
Peer-review,p00517,2,1971,2,4,3,3,9,Yes,80,85,90,95,92,88,98,96,94,82,90,85,92,0,70,98,50,92,90,85,88,90,95,70,98,100,100,95,95,98,95,98,90,80,85,92,60,70,50,80,90,85
Peer-review,p00518,1,1972,1,2,2,1,2,No,80,85,90,95,92,88,70,75,80,60,65,50,40,20,30,90,20,95,85,60,65,70,80,50,85,80,90,95,80,70,80,85,90,60,75,80,10,20,30,40,50,60
Peer-review,p00519,2,1988,1,3,1,2,8,Yes,95,92,98,99,97,96,90,93,94,91,88,85,98,2,75,100,70,95,90,96,97,98,99,93,90,98,99,97,95,80,95,90,85,70,75,80,60,90,85,40,95,80
Peer-review,p00520,2,1944,1,1,4,3,5,Yes,90,85,95,98,97,99,92,96,94,89,93,88,95,2,60,90,20,95,92,92,95,94,98,85,80,96,98,80,90,90,95,99,97,90,98,96,80,95,20,90,85,60
Peer-review,p00521,2,1945,5,4,1,3,9,Yes,95,98,99,100,100,100,90,80,95,70,80,60,100,0,50,100,0,100,100,80,85,80,90,70,95,95,98,80,90,90,85,100,90,0,80,95,20,70,40,50,80,60
Peer-review,p00522,1,1946,5,2,3,1,8,Yes,90,85,92,95,98,96,88,91,94,78,82,89,85,5,60,90,20,92,85,88,89,91,95,80,90,98,95,88,92,92,90,95,98,85,88,92,60,70,50,40,80,90
Peer-review,p00523,2,2008,1,4,3,1,7,No,95,90,92,98,96,97,80,85,88,90,92,85,60,20,80,95,10,98,90,70,75,72,85,60,95,85,88,92,90,95,98,99,97,90,92,95,20,30,50,60,80,40
Peer-review,p00524,1,1938,3,4,1,2,8,Yes,90,95,92,98,96,97,99,100,95,92,91,94,90,0,50,100,50,95,90,98,96,94,92,85,95,98,99,100,100,95,98,96,97,99,100,95,70,85,90,60,95,80
Peer-review,p00525,1,1987,3,3,2,1,10,No,85,80,90,95,92,88,70,65,75,60,55,50,40,20,30,80,70,85,90,50,55,60,65,40,80,60,70,80,90,75,85,90,80,65,70,75,30,45,60,25,50,40
Peer-review,p00526,1,1989,1,4,4,3,8,Yes,85,88,90,95,92,94,98,96,97,91,93,95,99,0,75,95,40,98,92,88,90,92,96,85,98,100,99,95,95,90,98,99,95,85,92,88,60,80,70,50,90,75
Peer-review,p00527,1,1963,3,5,5,1,10,Yes,95,90,98,100,100,99,95,92,96,98,100,95,98,2,70,95,20,99,90,85,92,88,98,80,95,85,92,95,90,98,95,100,97,90,92,96,60,80,70,40,85,75
Peer-review,p00528,2,1951,2,2,3,2,10,Yes,90,95,92,98,99,97,96,94,93,91,92,95,98,2,80,100,80,98,95,95,96,97,94,92,100,90,92,100,100,100,98,99,97,95,96,93,60,70,80,40,90,85
Peer-review,p00529,2,1998,3,5,3,2,8,Yes,95,98,99,97,99,96,99,98,98,97,95,96,99,0,80,98,90,95,92,92,94,93,99,88,98,99,99,98,90,96,97,98,95,94,99,98,80,90,85,70,95,88
Peer-review,p00530,1,1952,1,2,4,3,8,Yes,95,92,98,99,97,96,93,94,95,98,97,99,100,0,20,99,0,100,98,92,95,93,96,94,85,92,95,90,98,94,99,100,96,95,98,97,60,90,85,70,95,80
Peer-review,p00531,2,1948,1,5,5,2,10,Yes,95,90,92,98,99,96,95,94,97,85,92,88,98,5,95,100,80,100,95,97,98,96,95,90,99,98,99,90,100,100,95,100,98,90,95,99,80,85,75,90,95,98
Peer-review,p00532,1,1972,2,2,2,3,8,Yes,95,90,92,98,96,97,99,95,93,91,94,98,88,5,45,95,20,98,90,85,88,90,92,82,95,99,98,85,80,88,92,95,90,20,85,98,50,80,90,30,95,85
Peer-review,p00533,2,1983,4,3,1,3,6,Yes,85,90,92,95,98,96,80,85,88,75,82,90,60,30,40,98,60,92,80,90,92,88,95,70,95,90,95,98,80,85,92,98,90,80,95,88,60,70,40,20,80,50
Peer-review,p00534,2,1974,3,1,3,1,2,No,80,85,90,95,92,88,75,80,85,60,70,80,30,10,20,60,40,70,50,80,85,82,90,75,40,80,90,95,50,60,70,85,80,40,55,60,10,20,30,5,15,12
Peer-review,p00535,2,1965,1,3,4,1,7,Yes,80,85,90,95,92,88,78,85,80,75,82,90,92,5,40,95,40,90,85,80,90,82,88,75,70,80,88,92,85,80,85,90,82,75,88,92,50,70,80,60,85,90
Peer-review,p00536,1,1987,3,3,1,2,8,Yes,95,90,92,98,97,96,99,100,95,85,90,75,80,5,60,95,20,98,95,80,90,88,92,60,95,99,100,90,85,70,85,95,80,50,75,85,60,70,80,20,90,85
Peer-review,p00537,1,1980,1,3,5,3,9,Yes,90,92,95,98,99,96,94,93,91,88,97,89,100,0,70,95,10,98,92,80,85,87,90,60,95,96,97,99,98,95,90,92,98,80,96,99,60,85,90,20,95,88
Peer-review,p00538,1,1946,1,2,4,3,10,Yes,90,95,92,98,99,97,96,95,94,91,93,92,99,0,60,99,20,98,96,92,94,96,97,90,98,98,99,95,95,90,92,95,97,80,94,98,75,85,90,60,95,80
Peer-review,p00539,2,1996,3,2,4,3,7,Yes,90,92,95,98,97,96,94,93,92,91,90,95,99,0,60,90,60,95,92,88,92,95,96,80,80,98,99,97,90,80,90,95,92,70,85,90,50,75,80,30,85,60
Peer-review,p00540,2,1955,1,4,2,2,10,Yes,90,95,92,98,99,97,96,94,93,91,89,88,99,1,80,100,80,90,85,90,92,89,95,88,100,98,99,96,95,95,94,93,92,90,91,89,60,85,80,40,90,70
Peer-review,p00541,2,1936,1,3,1,3,10,Yes,90,95,92,98,99,96,94,91,97,93,99,98,95,0,80,90,30,95,85,92,95,94,98,88,85,80,92,60,90,90,95,98,85,70,80,90,50,60,40,20,70,30
Peer-review,p00542,2,1968,3,2,3,1,6,No,80,85,90,95,92,88,78,75,82,65,58,72,20,10,45,92,18,95,88,35,40,38,28,22,85,65,72,80,90,50,70,92,88,40,60,80,20,30,10,40,60,25
Peer-review,p00543,1,1954,3,2,2,3,8,Yes,90,95,92,98,99,97,96,94,93,85,88,82,95,5,50,95,20,98,92,80,85,82,90,75,90,90,95,80,70,60,70,85,65,40,80,75,60,80,70,50,90,85
Peer-review,p00544,2,1998,2,4,3,3,8,Yes,80,85,90,95,95,92,88,85,90,80,95,92,98,0,70,90,0,95,85,80,85,80,95,60,90,95,98,90,85,80,85,95,80,70,85,90,60,80,50,30,85,70
Peer-review,p00545,2,1962,1,4,3,2,10,Yes,95,92,98,96,99,97,94,93,95,92,98,96,99,2,50,96,10,97,94,97,99,98,95,92,95,98,99,90,85,92,95,98,96,94,97,99,60,75,40,20,80,90
Peer-review,p00546,2,1967,4,2,3,3,8,Yes,95,92,90,98,96,94,97,99,95,98,96,92,80,10,70,90,40,95,92,92,95,94,98,88,90,85,88,90,85,80,95,98,92,70,90,85,60,95,80,70,90,85
Peer-review,p00547,2,2002,2,2,5,2,10,Yes,90,95,92,98,99,97,96,94,93,91,92,98,95,5,85,100,90,98,95,90,92,91,94,88,99,95,97,99,100,100,98,100,95,90,94,96,80,85,90,70,95,85
Peer-review,p00548,2,1970,1,5,5,2,9,Yes,90,95,92,98,96,99,85,88,92,95,97,90,98,0,80,100,50,90,80,95,98,96,97,85,99,95,98,95,100,70,90,99,95,80,85,92,60,75,90,40,85,80
Peer-review,p00549,2,2002,4,3,5,2,9,Yes,95,92,98,99,97,96,91,94,93,88,90,98,99,0,25,95,20,92,93,96,97,98,99,82,95,97,99,98,90,75,80,85,90,70,82,95,60,85,90,40,80,95
Peer-review,p00550,2,1985,2,2,4,2,10,Yes,90,95,92,98,99,97,96,94,93,85,89,91,99,0,75,100,0,98,99,92,94,93,96,88,95,95,96,97,100,95,98,99,92,85,88,90,50,80,60,30,85,65
Scientist community helpers,p00551,1,1986,3,5,1,2,8,Yes,95,98,99,100,100,100,95,98,99,90,92,85,100,0,80,100,20,98,99,90,92,88,95,80,95,90,95,80,99,100,98,99,96,90,95,97,40,80,60,70,95,85
Scientist community helpers,p00552,1,1970,1,3,3,3,7,Yes,90,95,92,98,99,97,96,95,94,92,91,93,98,2,80,98,60,95,80,88,95,92,93,85,95,98,99,90,90,92,95,97,94,88,96,98,40,80,60,50,90,70
Scientist community helpers,p00553,2,1985,1,5,3,1,8,Yes,90,95,98,100,100,100,90,95,92,85,88,95,85,0,50,95,10,98,80,70,85,80,90,65,90,85,90,70,80,60,80,95,85,50,70,90,10,60,80,20,70,40
Scientist community helpers,p00554,1,2002,2,2,4,1,5,No,75,85,80,95,90,92,88,95,90,85,80,95,60,20,50,90,20,95,85,40,55,50,70,45,90,70,80,90,70,65,75,95,80,40,85,90,10,60,80,20,50,30
Scientist community helpers,p00555,1,1992,1,4,2,2,9,Yes,95,92,97,98,96,99,94,93,95,91,92,94,99,0,70,99,20,95,90,95,96,97,98,75,90,98,96,92,98,80,85,90,88,70,80,90,85,80,75,70,95,90
Scientist community helpers,p00556,1,1989,3,4,5,3,9,No,95,92,90,98,97,96,99,100,95,85,88,80,90,10,75,95,60,90,85,85,90,88,92,80,100,95,98,97,95,90,92,95,98,80,85,90,60,70,50,30,40,45
Scientist community helpers,p00557,2,1978,3,4,4,1,8,Yes,85,90,95,98,99,97,92,93,96,91,94,89,95,2,55,99,80,98,97,80,85,90,95,60,88,90,92,95,98,98,99,97,96,93,95,94,60,90,80,85,95,75
Scientist community helpers,p00558,2,1990,5,2,3,1,10,Yes,90,95,92,98,99,97,96,94,93,91,89,88,85,5,20,95,20,92,85,80,85,82,90,70,95,90,92,95,90,40,50,60,65,30,45,55,20,50,40,25,70,35
Scientist community helpers,p00559,2,1987,3,3,2,3,6,No,90,95,92,98,99,96,88,94,93,89,97,91,85,15,45,98,85,95,92,70,72,75,90,65,95,90,98,95,80,80,85,95,90,75,88,92,60,80,70,40,85,65
Scientist community helpers,p00560,2,1955,1,3,4,3,10,No,90,95,92,98,99,96,88,85,90,92,98,95,80,5,60,95,80,90,92,88,95,92,98,78,90,85,88,78,85,95,90,98,92,80,88,95,85,90,80,92,88,82
Scientist community helpers,p00561,2,1994,1,5,4,1,8,No,85,90,92,98,95,97,88,90,92,80,85,95,72,15,60,95,0,98,92,75,85,80,90,50,70,80,85,95,65,90,75,95,80,60,65,85,30,50,40,20,60,45
Scientist community helpers,p00562,2,2004,1,3,2,2,10,Yes,90,95,92,98,99,97,96,94,93,91,89,88,85,15,40,95,50,98,95,88,92,89,90,85,80,95,97,96,90,92,98,99,95,80,85,90,60,70,40,20,80,50
Scientist community helpers,p00563,1,1962,4,3,4,3,9,Yes,85,88,90,95,92,89,94,91,93,87,96,92,97,0,60,95,85,97,96,82,94,92,88,75,95,98,99,90,98,94,92,97,95,89,93,98,60,80,85,70,95,90
Scientist community helpers,p00564,2,1957,2,2,4,2,9,Yes,95,96,97,98,99,100,99,100,100,95,96,97,98,0,85,100,80,95,90,90,92,94,96,98,100,100,99,98,95,95,90,92,96,80,88,95,70,90,85,65,95,80
Scientist community helpers,p00565,2,1994,3,2,3,2,8,Yes,90,95,92,98,99,97,94,96,95,80,85,92,98,2,60,98,92,99,97,88,90,92,95,80,100,96,98,95,95,98,90,99,92,88,95,98,60,90,80,40,96,85
Scientist community helpers,p00566,1,1982,1,2,2,3,8,Yes,85,90,88,92,95,98,75,85,80,65,70,50,80,15,40,98,60,95,85,85,95,90,92,78,98,90,92,98,90,80,90,95,85,60,70,80,45,75,85,50,90,60
Scientist community helpers,p00567,2,1973,5,1,4,2,9,Yes,90,92,95,98,99,96,94,92,91,88,89,93,99,0,75,98,50,99,97,85,90,92,95,80,95,98,95,96,98,85,90,97,92,75,88,95,70,85,90,80,95,88
Scientist community helpers,p00568,2,1947,1,1,5,2,10,Yes,95,98,99,100,100,100,90,95,98,70,80,60,99,0,20,100,80,95,90,90,98,96,100,50,95,90,98,100,100,80,90,95,85,70,90,98,80,95,100,60,90,70
Scientist community helpers,p00569,1,1963,1,2,5,3,10,Yes,95,92,98,99,98,97,95,96,94,93,98,91,100,0,80,90,60,92,88,85,92,88,95,82,95,98,96,95,90,85,90,92,88,80,85,95,50,80,70,20,40,60
Scientist community helpers,p00570,2,1984,1,2,4,2,10,Yes,95,90,92,98,96,97,99,95,98,93,94,96,100,0,75,95,80,92,90,92,91,93,94,88,95,98,99,95,90,90,92,96,94,80,91,93,60,85,70,40,95,80
Scientist community helpers,p00571,1,2007,5,3,1,1,3,No,80,85,90,95,92,88,75,80,82,60,55,50,20,10,40,90,20,95,85,60,70,65,80,40,98,60,65,80,80,70,80,85,90,65,75,70,40,50,30,25,60,35
Scientist community helpers,p00572,1,1969,2,4,2,3,7,Yes,80,85,90,95,92,88,98,96,94,90,95,92,92,4,40,95,70,92,85,78,82,84,92,68,96,90,94,88,90,82,86,92,90,78,80,88,60,72,55,32,78,45
Scientist community helpers,p00573,2,1943,2,5,4,1,9,No,90,95,98,92,96,94,88,91,89,85,87,92,78,10,60,95,30,98,96,70,75,80,90,60,80,90,92,95,85,60,85,90,80,70,80,95,40,60,20,10,80,50
Scientist community helpers,p00574,1,1991,1,2,2,1,5,Yes,75,80,85,95,90,92,60,55,58,20,12,8,40,25,30,95,20,80,90,60,75,65,85,50,90,80,85,95,80,60,70,90,80,50,75,95,20,30,45,10,50,25
Scientist community helpers,p00575,1,1937,1,3,3,1,5,Yes,80,85,90,95,92,88,98,96,94,76,85,81,90,0,60,95,10,98,92,70,80,75,85,60,80,90,95,80,92,70,85,90,88,50,80,95,40,60,30,20,80,50
Scientist community helpers,p00576,1,1973,3,1,4,1,6,No,80,85,90,95,92,88,70,65,75,50,58,42,62,20,80,90,10,95,92,60,65,68,85,55,75,85,88,90,90,80,85,92,95,60,70,80,20,40,15,30,60,10
Scientist community helpers,p00577,2,1955,1,4,2,1,10,Yes,90,95,92,98,96,97,99,100,95,60,70,80,85,5,20,98,5,100,95,80,85,82,90,70,90,90,92,98,95,80,95,99,100,90,85,98,30,75,40,20,60,25
Scientist community helpers,p00578,1,1952,3,1,1,1,5,No,60,70,75,80,85,90,65,55,70,40,50,30,20,60,85,95,0,90,80,40,50,45,60,35,70,40,60,55,80,50,70,80,65,40,60,75,20,30,10,15,50,25
Scientist community helpers,p00579,2,1941,1,5,1,3,7,Yes,90,95,98,100,99,96,94,97,95,92,98,96,99,0,40,95,0,98,99,75,85,80,90,40,95,98,99,90,90,80,85,95,92,40,60,70,50,80,90,40,85,75
Scientist community helpers,p00580,2,1941,2,5,1,3,10,Yes,90,95,92,98,96,94,99,97,93,91,88,85,95,0,20,100,80,95,90,96,97,95,92,75,98,98,99,92,99,95,96,97,98,85,92,95,50,70,80,40,90,85
Scientist community helpers,p00581,1,2008,2,3,5,2,9,Yes,90,95,92,98,97,96,99,100,95,90,98,92,97,0,100,100,98,99,97,90,92,93,94,96,99,99,100,95,95,98,96,97,99,94,95,98,70,80,85,60,95,90
Scientist community helpers,p00582,2,1938,1,5,5,1,9,Yes,90,95,98,92,99,97,100,95,93,80,85,75,90,0,50,100,0,98,95,85,90,88,95,80,100,90,99,97,95,100,98,95,92,85,90,95,50,70,80,40,60,70
Scientist community helpers,p00583,2,1999,1,2,4,3,8,Yes,95,90,92,98,96,94,88,90,92,85,88,90,95,0,60,98,60,92,85,70,78,82,90,50,98,95,96,98,80,90,92,94,80,75,88,95,40,50,60,35,65,45
Scientist community helpers,p00584,3,1937,1,4,1,3,9,No,80,85,90,95,92,96,98,99,97,70,75,80,90,5,50,98,5,100,99,85,90,88,95,60,95,95,97,98,98,90,85,92,95,70,80,90,60,85,95,70,80,90
Scientist community helpers,p00585,2,1993,1,2,1,3,8,No,85,90,95,98,99,95,75,80,90,70,85,95,60,40,50,95,20,80,90,65,70,75,90,55,90,85,95,60,80,50,80,90,70,40,60,85,30,50,20,40,80,60
Scientist community helpers,p00586,1,1999,1,3,2,3,8,Yes,80,85,90,95,92,88,75,80,85,60,70,65,40,20,50,95,20,90,85,30,35,40,55,45,90,80,95,75,80,70,85,90,80,60,75,90,40,70,60,50,80,55
Scientist community helpers,p00587,2,1962,1,2,3,1,6,No,80,85,90,95,98,92,70,60,80,40,30,50,20,5,60,95,0,90,80,30,40,45,50,55,75,80,85,70,90,60,65,75,80,50,55,60,20,40,10,0,30,15
Scientist community helpers,p00588,2,1993,2,2,2,3,8,Yes,90,85,88,92,95,91,98,99,97,80,85,92,95,5,60,99,70,98,95,75,80,82,90,60,98,100,95,90,96,80,85,92,88,70,90,95,60,80,75,40,90,85
Scientist community helpers,p00589,1,1989,1,2,3,1,7,Yes,70,80,85,95,90,92,75,80,88,65,72,68,60,20,50,95,10,90,80,55,65,70,85,40,85,70,85,95,90,65,75,80,90,55,70,85,40,60,50,30,80,45
Scientist community helpers,p00590,1,1968,3,5,2,3,8,Yes,80,85,90,95,92,88,82,85,90,70,80,75,60,20,45,95,25,90,92,65,75,80,85,40,95,80,85,95,90,85,90,92,80,75,85,90,20,60,30,40,70,50
Scientist community helpers,p00591,1,1970,1,3,1,3,10,No,80,85,90,95,92,88,75,80,85,60,65,55,90,5,40,95,50,90,85,80,90,85,95,75,95,80,90,95,85,75,80,85,70,60,65,80,20,30,40,10,50,45
